cnf 15 100
w 22 9 10 5 11 12 24 21 19 14 7 2 12 23 17
6 4 -10 -11 -9 -3 12
6 2 -1 -7 10 -13 3
6 8 -6 -1 -5 -3 11
6 10 -6 15 13 1 -12
6 -14 7 3 -10 11 -9
6 -14 11 7 -10 5 1
6 -8 -10 7 -9 6 -1
6 11 -4 -13 3 15 -2
6 -5 -13 6 -9 2 15
6 2 11 -4 -8 -5 -1
6 13 9 -15 -2 14 1
6 -11 -1 -4 6 12 -5
6 14 15 3 -2 -13 6
6 5 -12 13 -15 7 -3
6 -11 1 5 7 -3 -13
6 -1 3 12 -8 -4 11
6 -2 -11 -14 -10 -15 -6
6 -8 -3 13 -9 11 -2
6 15 9 -14 -1 13 -2
6 -6 8 9 -1 4 -15
6 12 -9 -1 5 -4 14
6 4 10 5 -13 -3 -8
6 15 -14 -4 2 -12 -5
6 -13 -5 12 1 -2 -4
6 -14 2 3 -7 -11 -10
6 -3 -5 -15 12 7 10
6 10 -6 15 2 -4 12
6 -14 8 -5 15 -1 -3
6 12 11 -6 -10 2 -7
6 -8 13 -4 -5 -12 7
6 -5 13 7 9 -8 -2
6 -4 11 5 -6 12 10
6 12 -11 3 14 -6 -1
6 -14 -10 1 5 -9 3
6 15 8 12 -9 4 -10
6 2 8 3 -10 -14 6
6 12 -5 8 -2 -14 6
6 -15 -9 -13 1 -7 5
6 -9 15 -4 7 -8 -3
6 5 3 8 10 11 -4
6 13 10 14 3 -2 15
6 4 1 -11 10 7 9
6 6 1 -14 -7 -3 -12
6 -4 11 6 -8 -3 13
6 8 -1 12 6 2 7
6 11 12 2 5 14 1
6 10 -1 11 -4 -12 7
6 12 15 9 -1 -6 5
6 2 -10 -3 -5 13 -15
6 11 -12 -1 -8 -3 6
6 4 14 -6 -3 7 -8
6 13 5 3 1 7 2
6 4 1 7 3 9 11
6 11 5 -10 -12 -8 9
6 -11 -3 -4 -7 10 2
6 -2 3 -10 -1 -13 -7
6 -15 1 -11 -2 -12 -6
6 1 -14 12 -13 11 8
6 6 -1 12 5 -11 -3
6 -2 -4 -6 -1 -9 -10
6 3 11 4 -10 -14 -7
6 -4 8 -13 1 -2 6
6 -9 4 -8 12 15 3
6 -14 2 6 13 -8 -4
6 1 10 -6 4 5 3
6 1 -5 -8 15 14 -13
6 -14 3 1 7 10 -13
6 11 -9 5 -8 -15 2
6 -4 -8 6 -10 -14 15
6 5 14 6 10 -9 1
6 -7 8 13 4 15 2
6 -14 -11 15 8 3 -5
6 -9 15 -10 7 -6 5
6 5 8 13 -12 14 3
6 11 -10 6 1 -5 3
6 8 -13 -2 -10 -11 -3
6 -6 11 10 -1 8 9
6 -3 -1 9 -4 13 -14
6 -9 10 4 2 8 1
6 -11 -4 -1 10 -5 13
6 10 1 2 13 9 15
6 -5 10 -1 -2 -4 7
6 -9 11 5 6 -7 1
6 -8 9 -10 15 1 -7
6 -14 6 -15 -9 -13 -12
6 6 -13 2 15 -3 -9
6 -5 4 -9 -7 10 -11
6 10 -13 -12 -14 -11 -6
6 13 9 -15 -1 8 -4
6 -3 -5 -10 -15 -4 13
6 -2 4 -1 14 -12 5
6 15 11 7 1 14 -9
6 10 -3 -9 15 5 1
6 14 5 4 9 -2 15
6 7 -2 8 -12 11 3
6 -12 13 4 -9 -15 -11
6 15 -2 -11 6 -14 -1
6 -2 3 -5 -13 -11 6
6 -15 -3 6 4 -13 8
6 1 -10 -4 5 -15 -3
