cnf 15 225
w 22 9 10 5 11 12 24 21 19 14 7 2 12 23 17
6 -13 14 -6 -7 -15 2
6 -9 10 -15 11 14 1
6 -5 4 -6 -3 -8 -12
6 -12 -7 9 5 2 13
6 4 8 -5 6 -2 15
6 10 15 -5 13 -14 2
6 7 -12 -6 -5 2 3
6 14 5 10 -1 4 13
6 10 2 -12 -7 -11 5
6 8 -14 -6 1 11 5
6 -3 9 -7 2 11 -1
6 9 1 -5 14 -13 3
6 -11 -8 15 14 -13 -2
6 -4 -12 5 -15 -9 -11
6 -1 -3 -15 -4 -5 -9
6 13 -14 -15 10 5 -4
6 -6 -15 -8 13 3 -9
6 3 1 12 -8 -6 9
6 -10 -5 3 2 12 -11
6 11 13 -7 -6 -4 10
6 -11 4 -7 1 -2 -3
6 -3 -11 -14 -10 12 -8
6 -5 -15 -9 13 -1 8
6 -2 1 12 13 9 -4
6 -11 12 -8 5 1 -4
6 -10 -4 -3 -6 -12 -7
6 1 -5 14 4 -12 9
6 -2 -5 -8 -12 -7 -13
6 3 14 6 13 -1 8
6 13 -10 -14 -9 12 -3
6 -11 -6 2 1 -8 9
6 -5 -10 -1 -8 -4 11
6 8 1 2 9 6 -14
6 4 3 9 -6 15 2
6 7 6 -13 14 -2 -11
6 11 -10 7 9 -5 2
6 7 6 8 12 9 -14
6 13 6 -15 11 -7 10
6 8 14 11 -3 4 -5
6 -3 11 2 8 9 14
6 1 4 12 -11 13 10
6 9 -7 -4 12 6 -14
6 6 1 -2 -9 -12 -7
6 -11 -8 14 9 -1 2
6 8 -7 -13 -14 -4 -15
6 -2 1 -12 -3 7 11
6 -13 2 5 -12 15 -6
6 12 14 -7 10 -4 8
6 14 -15 13 7 -6 -8
6 4 9 -11 -14 -5 7
6 11 -10 -8 -14 -3 6
6 -9 10 1 4 11 -7
6 -10 15 7 8 13 1
6 13 -8 -4 -1 12 -14
6 10 13 14 -1 -7 -6
6 -10 5 -9 13 -14 -1
6 -7 -13 -12 -11 -2 3
6 15 11 -9 12 5 -8
6 3 -12 13 -7 -9 10
6 -6 3 13 -14 11 -2
6 1 11 15 5 -12 7
6 -4 7 -11 -9 -14 -1
6 11 -9 -12 -5 -14 2
6 12 15 2 4 5 -8
6 2 6 -12 -15 -1 -7
6 4 5 -10 -7 -13 -11
6 12 4 3 -1 14 -5
6 4 10 -9 2 -11 12
6 -11 -4 -15 -14 -10 -1
6 -8 -14 5 6 -7 -9
6 -6 -4 10 -5 9 -15
6 12 1 -15 -5 -4 11
6 -13 -5 -8 -1 14 -10
6 13 4 6 5 11 1
6 -14 12 13 11 5 8
6 15 -10 -6 -9 -7 2
6 -5 -7 12 13 4 9
6 13 7 -4 11 -6 1
6 -3 7 -2 -10 -8 9
6 2 -10 5 -15 9 13
6 -10 -11 -9 5 -14 2
6 -12 5 14 15 -1 -8
6 14 15 -9 -5 -1 8
6 7 -10 2 1 -11 4
6 14 -13 -12 8 7 -9
6 15 -4 -11 -5 -2 1
6 9 4 -15 6 -2 -7
6 -13 6 -3 4 -1 -7
6 -11 13 -7 8 -1 -3
6 -6 -10 8 7 15 -13
6 -11 -8 -3 -7 9 -6
6 -10 4 6 -5 3 1
6 10 7 -14 4 5 -3
6 -9 6 -7 -13 -8 14
6 -8 -3 -14 -4 9 -10
6 8 -14 7 13 -5 15
6 3 -6 13 -12 9 1
6 -9 -10 3 14 -2 -11
6 -13 -10 1 9 -7 -12
6 -1 8 9 -12 -14 5
6 -10 -11 4 -3 -7 -13
6 1 -5 -15 -2 -11 -4
6 1 -14 -7 -4 -10 3
6 14 -10 13 -8 12 7
6 12 6 1 14 3 -9
6 13 9 12 -2 -1 -11
6 -9 -3 11 12 -8 14
6 11 -8 -3 -4 6 -7
6 -15 -11 1 -4 14 -5
6 -2 15 -7 -9 8 10
6 15 -1 5 -11 10 7
6 6 -3 10 7 -13 2
6 -1 -9 10 -11 -5 2
6 -3 -7 -8 -15 -9 14
6 -10 -5 13 15 -8 6
6 10 13 -6 8 3 7
6 -3 -13 8 1 -9 -12
6 13 -8 4 -10 -14 -15
6 -6 -8 -11 -14 -10 -12
6 14 -8 -6 5 -12 10
6 14 -12 -15 4 2 8
6 -12 -15 -4 7 2 -6
6 11 8 12 -5 2 -13
6 2 -15 -1 -13 -9 6
6 -4 -12 -5 -6 7 13
6 10 12 7 -15 4 9
6 9 -14 -1 -2 12 15
6 6 2 -7 -11 10 -5
6 -2 9 8 10 -13 -14
6 1 10 5 -15 -12 3
6 12 -13 8 15 -4 -9
6 -15 9 2 4 5 -14
6 -7 -4 -8 -1 12 14
6 -8 6 9 -15 -13 5
6 15 13 -5 -3 14 -7
6 -15 -9 6 11 -10 -13
6 5 -1 -11 2 -8 -4
6 -4 -5 3 9 12 11
6 12 14 10 -9 -15 -7
6 -9 1 -3 14 -5 11
6 -9 2 -4 -14 -5 11
6 12 -7 11 -1 5 -4
6 5 8 11 1 10 -7
6 -10 -5 8 13 3 1
6 -10 -11 -5 -8 -13 3
6 -3 -13 -6 -7 4 8
6 8 9 1 -15 -10 11
6 3 -7 1 14 -2 -4
6 -6 12 8 -7 10 -5
6 -10 -6 -8 -15 -9 4
6 -1 9 -13 -8 -10 -15
6 -11 8 15 -14 -1 -3
6 5 10 6 -13 1 11
6 2 15 -1 4 -6 7
6 -14 4 -6 -11 13 15
6 1 -2 6 4 7 -3
6 -5 6 -3 4 7 -1
6 5 14 -9 13 1 -4
6 -13 -4 -11 -15 -2 14
6 -2 -11 -8 9 -14 5
6 7 3 -2 -9 11 -13
6 -12 14 -2 -5 6 15
6 9 8 -1 13 2 11
6 -15 4 -3 9 2 -11
6 -6 -7 -12 2 -1 15
6 -10 8 -7 -9 2 -14
6 -4 -12 3 -2 -6 -5
6 -10 -15 -11 2 -12 13
6 3 14 -11 -5 1 -9
6 9 -5 1 8 13 15
6 3 -4 -5 12 -1 9
6 -4 2 12 -5 -9 -6
6 15 4 -6 -7 -2 9
6 -10 -15 -14 5 -8 -2
6 13 3 7 2 -6 -15
6 -11 1 4 -7 -12 -15
6 -4 8 -6 15 -11 3
6 -11 15 -10 -4 -12 -2
6 11 4 -9 -12 -1 2
6 3 -2 -13 -11 -15 7
6 4 -14 15 10 7 -1
6 9 -14 10 -3 -7 12
6 14 9 -7 -15 -3 -13
6 2 -8 -15 12 9 10
6 10 3 12 -9 -1 15
6 -15 7 -4 -8 10 -11
6 6 -15 -11 8 1 3
6 8 12 -2 -3 -15 -1
6 -2 -5 7 -3 -15 1
6 8 13 -9 10 1 14
6 -4 10 -2 -12 11 5
6 8 13 -10 2 -9 5
6 15 -7 14 -4 13 -8
6 2 10 15 -1 12 13
6 2 14 -5 10 -13 12
6 -8 5 -7 12 -4 -3
6 -11 -7 9 -6 -4 -15
6 12 -6 -3 -11 1 8
6 11 -10 2 -4 -15 12
6 -10 6 -8 -7 -2 9
6 -7 -13 8 -12 15 -6
6 -13 -1 9 3 7 -10
6 2 1 12 14 -10 15
6 -1 7 -8 5 3 -2
6 11 -1 -4 5 3 7
6 12 4 6 9 13 -11
6 -2 -6 10 -12 1 -8
6 8 -1 10 7 4 -13
6 -5 -11 -14 -8 6 -15
6 -14 10 -12 -4 -11 13
6 11 -10 -6 2 -1 15
6 11 15 -7 -12 -1 -2
6 10 8 -3 -2 7 6
6 10 5 -9 12 -14 6
6 -5 3 1 -10 6 -4
6 -13 7 8 -9 -14 3
6 -15 -6 2 3 -5 -9
6 -12 6 13 2 11 -10
6 -11 -8 9 -13 -5 -2
6 -12 -2 10 -1 -8 -7
6 -1 -6 11 -3 -8 -15
6 -8 14 -7 5 -10 -1
6 -2 -11 -10 12 4 -9
6 -9 12 7 8 3 -5
6 7 -11 10 3 -2 12
